Study ID,Authors,Title ,Publication year,Aims/objectives,Land-use type,Land-use description,,Site ID,Country,Latitude,Longitude,Sampling season,Sampling period,Catchment area,Stream surface area,Peat coverage,,Dissolved_CO2_or_pCO2_mean,Dissolved_CO2_or_pCO2_median,Dissolved_CO2_or_pCO2_min,Dissolved_CO2_or_pCO2_max,Dissolved_CO2_or_pCO2_se,Dissolved_CO2_or_pCO2_sd,14C-CO2_mean,14C-CO2_median,14C-CO2_min,14C-CO2_max,14C-CO2_se,14C-CO2_sd,13C-CO2_dissolved_mean,13C-CO2_dissolved_median,13C-CO2_dissolved_min,13C-CO2_dissolved_max,13C-CO2_dissolved_se,13C-CO2_dissolved_sd,Dissolved_CH4_mean_ug L-1,Dissolved_CH4_median_ug L-1,Dissolved_CH4_min_ug L-1,Dissolved_CH4_max_ug L-1,Dissolved_CH4_se_ug L-1,Dissolved_CH4_sd_ug L-1,13C-CH4_dissolved_mean,13C-CH4_dissolved_median,13C-CH4_dissolved_min,13C-CH4_dissolved_max,13C-CH4_dissolved_se,13C-CH4_dissolved_sd,DOC_conc_mean,DOC_conc_median,DOC_conc_min,DOC_conc_max,DOC_conc_se,DOC_conc_sd,14C-DOC_mean,14C-DOC_median,14C-DOC_min,14C-DOC_max,14C-DOC_se,14C-DOC_sd,13C-DOC_mean,13C-DOC_median,13C-DOC_min,13C-DOC_max,13C-DOC_se,13C-DOC_sd
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Sampang_canal_dry,Indonesia,-3.031018,113.75836,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,0.2,,,,,,,,,,,,,
13,"Moore S., Gauci V., Evans C.D., Page S.E.",Fluvial organic carbon losses from a Bornean blackwater river,2011,"Our study aims to quantify the export of organic carbon
in this river from the source (150 km inland) to the mouth
where it discharges into the Java Sea",Degraded,"Mixture of drained, logged & converted depending on which tributary",,Lumpur_dry,Indonesia,-3.159778,113.652927,Dry,39692,,,100,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,,,0.1,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Degraded,Logged PSF,,Damit_IV_deforested_porewater,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.312,,76.99,95.92,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Degraded,Logged PSF,,Damit_II_deforested_porewater,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.806,,72.51,89.61,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Degraded,Logged PSF,,Damit_Ia_deforested_porewater,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.81,,77.5,79.73,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Degraded,Logged PSF,,Damit_Ic_deforested_porewater,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,53.8,84.23,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Degraded,Logged PSF,,Damit_V_deforested_porewater,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.102,,53.8,84.33,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Least Disturbed,Undisturbed PSF,,Mendaram_III_pristine_porewater,Brunei,4.376616,114.343886,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,,62.94,63.51,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Least Disturbed,Undisturbed PSF,,Mendaram_V_pristine_porewater,Brunei,4.376616,114.343886,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.655,,60.7,66.76,,,,,,,,,,,,,,
14,"Gandois L., Cobb A.R., Hei I.C., Lim L.B.L., Salim K.A., Harvey C.F.",Impact of deforestation on solid and dissolved organic matter characteristics of tropical peat forests: Implications for carbon release,2013,"The objective of the present work is to study solid and dissolved organic matter properties in a pristine and logged tropical peat forests of Brunei Darussalam
to: (1) characterize organic matter properties in both solid and dissolved phases in a pristine tropical peat land; (2) determine how deforestation affects organic
matter properties; (3) assess the implication of deforestation on the carbon cycle in tropical peatlands through organic matter properties.",Least Disturbed,Undisturbed PSF,,Mendaram_IV_pristine_porewater,Brunei,4.376616,114.343886,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.706,,58.2,70.65,,,,,,,,,,,,,,
21,"Gandois L., Teisserenc R., Cobb A.R., Chieng H.I., Lim L.B.L., Kamariah A.S., Hoyt A., Harvey C.F.","Origin, composition, and transformation of dissolved organic matter in tropical peatlands",2014,"investigate: (1) DOM and lignin origin and transformation in tropical peatlands, (2) Influence of deforestation on organic matter and DOM in tropical peatlands.",Degraded,Logged PSF,Damit,(Damit dome) is a former timber concession,Brunei,4.421869,114.367505,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,,53.8,79.4,,,87.84,,83.77‰,94.4‰,,,-30.08,,-30.5,-29.52,,
21,"Gandois L., Teisserenc R., Cobb A.R., Chieng H.I., Lim L.B.L., Kamariah A.S., Hoyt A., Harvey C.F.","Origin, composition, and transformation of dissolved organic matter in tropical peatlands",2014,"investigate: (1) DOM and lignin origin and transformation in tropical peatlands, (2) Influence of deforestation on organic matter and DOM in tropical peatlands.",Least Disturbed,Undisturbed PSF,,pristine peat dome (Mendaram dome),Brunei,4.376616,114.343886,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1,,59.7,81.4,,,59.63,,0.6‰,77.22‰,,,-29.91,,-30.09,-29.47,,
29,"Nurzakiah S., Nurita, Nursyamsi D.",Dissolved organic carbon in tidal and fresh water peatlands,2020,determine the concentration of DOC in peatlands of tidal and freshwater swampland.,Degraded,Village,,Kalimantan,Indonesia,-2.519841,114.169291,Wet & dry,Feb-Oct 2013,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,
30,"Gandois L., Hoyt A.M., Mounier S., Roux G.L., Harvey C.F., Claustres A., Nuriman M., Anshari G.",From canals to the coast: Dissolved organic matter and trace metal composition in rivers draining degraded tropical peatlands in Indonesia,2020,"understanding
of the composition and evolution of tropical peatland DOM
and how it could act as a carrier of trace metals to surface
waters in the context of highly degraded tropical peatlands
in Indonesia",Degraded,"small-scale rubber plantations, secondary forest, oil palm plantations and human settlements.",,DC_wet,Indonesia,-0.115983,109.552226,Wetter,41640,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.17,,,,,5.47,,,,,,,-30.27,,,,,0.4
41,"Evans C.D., Page S.E., Jones T., Moore S., Gauci V., Laiho R., Hruška J., Allott T.E.H., Billett M.F., Tipping E., Freeman C., Garnett M.H.",Contrasting vulnerability of drained tropical and high-latitude peatlands to fluvial loss of stored carbon,2014,"We hypothesized the following:
1. That artificial peatland drainage would, by exposing previously anaerobic peat to aerobic decomposition,
lead to the release of old, 14C-depleted DOC, indicating peat carbon loss (expanding the assessment of
Asian peatlands undertaken by Moore et al. [2013]).
2. That this response would be common to boreal, temperate, and tropical peatlands.
3. That 14C levels in rewetted peatlands would have returned to predrainage values.",Degraded,Drained and deforested,,ID7-9_Tumbangnusa,"Malaysia, Indonesia",2.3181,114.0692,Dry,39661,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36666667,,61.7,62.8,,,84.97,,83.82,85.6,,,-29.1,,-29.3,-29,,
41,"Evans C.D., Page S.E., Jones T., Moore S., Gauci V., Laiho R., Hruška J., Allott T.E.H., Billett M.F., Tipping E., Freeman C., Garnett M.H.",Contrasting vulnerability of drained tropical and high-latitude peatlands to fluvial loss of stored carbon,2014,"We hypothesized the following:
1. That artificial peatland drainage would, by exposing previously anaerobic peat to aerobic decomposition,
lead to the release of old, 14C-depleted DOC, indicating peat carbon loss (expanding the assessment of
Asian peatlands undertaken by Moore et al. [2013]).
2. That this response would be common to boreal, temperate, and tropical peatlands.
3. That 14C levels in rewetted peatlands would have returned to predrainage values.",Degraded,Drained and deforested,,ID4-6_Kalampangan,"Malaysia, Indonesia",2.3528,114.0019,Dry,39661,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.06666667,,35.6,42,,,97.70333333,,97.07,98.86,,,-29.7,,-29.8,-29.6,,
41,"Evans C.D., Page S.E., Jones T., Moore S., Gauci V., Laiho R., Hruška J., Allott T.E.H., Billett M.F., Tipping E., Freeman C., Garnett M.H.",Contrasting vulnerability of drained tropical and high-latitude peatlands to fluvial loss of stored carbon,2014,"We hypothesized the following:
1. That artificial peatland drainage would, by exposing previously anaerobic peat to aerobic decomposition,
lead to the release of old, 14C-depleted DOC, indicating peat carbon loss (expanding the assessment of
Asian peatlands undertaken by Moore et al. [2013]).
2. That this response would be common to boreal, temperate, and tropical peatlands.
3. That 14C levels in rewetted peatlands would have returned to predrainage values.",Degraded,Drained PSF,,MY1-2_Selangor_forest,"Malaysia, Indonesia",2.945,101.63167,Dry,39600,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,4,6.1,,,91.43,,88.97,93.89,,,-28.2,,-28.5,-27.9,,
41,"Evans C.D., Page S.E., Jones T., Moore S., Gauci V., Laiho R., Hruška J., Allott T.E.H., Billett M.F., Tipping E., Freeman C., Garnett M.H.",Contrasting vulnerability of drained tropical and high-latitude peatlands to fluvial loss of stored carbon,2014,"We hypothesized the following:
1. That artificial peatland drainage would, by exposing previously anaerobic peat to aerobic decomposition,
lead to the release of old, 14C-depleted DOC, indicating peat carbon loss (expanding the assessment of
Asian peatlands undertaken by Moore et al. [2013]).
2. That this response would be common to boreal, temperate, and tropical peatlands.
3. That 14C levels in rewetted peatlands would have returned to predrainage values.",Least Disturbed,Intact forest,,ID1-3_Sebangau_forest,"Malaysia, Indonesia",2.3158,113.9053,Dry,39661,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.03333333,,60.1,63.5,,,109.0966667,,108.74,109.75,,,-30.13333333,,-30.3,-30,,
41,"Evans C.D., Page S.E., Jones T., Moore S., Gauci V., Laiho R., Hruška J., Allott T.E.H., Billett M.F., Tipping E., Freeman C., Garnett M.H.",Contrasting vulnerability of drained tropical and high-latitude peatlands to fluvial loss of stored carbon,2014,"We hypothesized the following:
1. That artificial peatland drainage would, by exposing previously anaerobic peat to aerobic decomposition,
lead to the release of old, 14C-depleted DOC, indicating peat carbon loss (expanding the assessment of
Asian peatlands undertaken by Moore et al. [2013]).
2. That this response would be common to boreal, temperate, and tropical peatlands.
3. That 14C levels in rewetted peatlands would have returned to predrainage values.",Managed,Oil Palm Plantation,,MY3-4_Selangor_OPP,"Malaysia, Indonesia",2.833,101.61999,Dry,39600,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65,,6,13.3,,,63.345,,59.41,67.28,,,-27.3,,-27.4,-27.2,,
43,"Cook S., Peacock M., Evans C.D., Page S.E., Whelan M.J., Gauci V., Kho L.K.",Quantifying tropical peatland dissolved organic carbon (DOC) using UV-visible spectroscopy,2017,"1) To investigate the suitability of different wavelength absorbance proxies for tropical DOC determination; 2) To develop a calibration dataset and a set of parameters that can be used to calculate tropical DOC concentrations indirectly;
3) To provide guidance for other tropical researchers on the best UVevis spectrophotometric approaches to take when analyzing similar samples.",Managed,Oil Palm Plantation,,Sebungan and Sabaju,Malaysia,3.171401,113.362779,,18-30 April 2015; 3 August-6 October 2015,100,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,82.5,,,,,,,,,,,,,,
44,"Ueda S., Go C.-S., Yoshioka T., Yoshida N., Wada E., Miyajima T., Sugimoto A., Boontanon N., Vijarnsorn P., Boonprakub S.","Dynamics of dissolved O2, CO2, CH4, and N2O in a tropical coastal swamp in southern Thailand",2000,"characterize the dynamics of these
gases in the coastal swamp system, and to elucidate a potential indicator for
redox condition controlling the gas dynamics.",Degraded,"This swamp has been drained extensively, and cleared since 1975 for agricultural land use. However, most of the reclaimed area has been abandoned",,Bacho_dry,Thailand,6.520391,101.70922,Dry,Dec 1990; Dec 1991; Nov-Dec 1992; Dec 1993,,,,Porewater,521,,509,533,,,,,,,,,,,,,,,0.04,,0.1604,1395.48,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Ueda S., Go C.-S., Yoshioka T., Yoshida N., Wada E., Miyajima T., Sugimoto A., Boontanon N., Vijarnsorn P., Boonprakub S.","Dynamics of dissolved O2, CO2, CH4, and N2O in a tropical coastal swamp in southern Thailand",2000,"characterize the dynamics of these
gases in the coastal swamp system, and to elucidate a potential indicator for
redox condition controlling the gas dynamics.",Degraded,"This swamp has been drained extensively, and cleared since 1975 for agricultural land use. However, most of the reclaimed area has been abandoned",,Bacho_wet,Thailand,6.520391,101.70922,Wet,Dec 1990; Dec 1991; Nov-Dec 1992; Dec 1993,,,,Porewater,1300,,240,3290,,,,,,,,,,,,,,,48,,0.1604,802,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Ueda S., Go C.-S., Yoshioka T., Yoshida N., Wada E., Miyajima T., Sugimoto A., Boontanon N., Vijarnsorn P., Boonprakub S.","Dynamics of dissolved O2, CO2, CH4, and N2O in a tropical coastal swamp in southern Thailand",2000,"characterize the dynamics of these
gases in the coastal swamp system, and to elucidate a potential indicator for
redox condition controlling the gas dynamics.",Least Disturbed,A fairly large portion of the To Daeng Swamp is preserved and waterlogged and still carries a climax evergreen peat swamp forest,,To Daeng_dry,Thailand,6.046011,101.955824,Dry,Jul 1992; Aug 1993,,,,Porewater,412,,329,494,,,,,,,,,,,,,,,0.9,,6.416,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"Ueda S., Go C.-S., Yoshioka T., Yoshida N., Wada E., Miyajima T., Sugimoto A., Boontanon N., Vijarnsorn P., Boonprakub S.","Dynamics of dissolved O2, CO2, CH4, and N2O in a tropical coastal swamp in southern Thailand",2000,"characterize the dynamics of these
gases in the coastal swamp system, and to elucidate a potential indicator for
redox condition controlling the gas dynamics.",Least Disturbed,A fairly large portion of the To Daeng Swamp is preserved and waterlogged and still carries a climax evergreen peat swamp forest,,To Daeng_wet,Thailand,6.046011,101.955824,Wet,Dec 1990; Dec 1991; Nov-Dec 1992; Dec 1993,,,,Porewater,1150,,301,2320,,,,,,,,,,,,,,,226,,0.1604,6688.68,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"Kang H., Kwon M.J., Kim S., Lee S., Jones T.G., Johncock A.C., Haraguchi A., Freeman C.",Biologically driven DOC release from peatlands during recovery from acidification,2018,investigate biogeochemical linkages between pH increase and DOC production in peatlands,Least Disturbed,Undisturbed PSF,,"Hampangen, Kalimantan",Indonesia,-1.941515,113.580817,,,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.79,,,,1,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Sep2012,Indonesia,-2.302369,114.026175,Wet,41153,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Sep2011,Indonesia,-2.302369,114.026175,Wet,40787,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Dec2011,Indonesia,-2.302369,114.026175,Wet,40878,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Aug2010,Indonesia,-2.302369,114.026175,Wet,40391,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Jul2011,Indonesia,-2.302369,114.026175,Dry,40725,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,
47,"Yustiawati, Sazawa K., Syawal M.S., Kuramitz H., Saito T., Hosokawa T., Kurasaki M., Tanaka S.",Peat fire impact onwater quality and organic matter in peat soil,2015,"The effect of peat fire on the properties of soil organic matter was investigated, and it was clarified that the peat fire affected not only on surface soil but it reached into the subsurface soil until 30–50 cm depth.",Degraded,Drained PSF,,MRP Canals_Dec2009,Indonesia,-2.302369,114.026175,Wet,40148,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,
A1,Adji F.F.; Hamada Y.; Darang U.; Limin S.H.; Hatano R.,"Effect of plant-mediated oxygen supply and drainage on greenhouse gas emission from a tropical peatland in Central Kalimantan, Indonesia",2014,To evaluate the hypothesis that plant-mediated oxygen supplies decrease methane (CH4) production,Degraded,BW,Kalimantan,Palangka Raya City,Indonesia,-2.207222,55,Wet,Dec 2011 to May 2012,,,,Porewater,,,500,3500,,,,,,,,,,,,,,,10.33,,4.17,20.83,7,,,,,,,,,,,,,,,,,,,,,,,,,
A1,Adji F.F.; Hamada Y.; Darang U.; Limin S.H.; Hatano R.,"Effect of plant-mediated oxygen supply and drainage on greenhouse gas emission from a tropical peatland in Central Kalimantan, Indonesia",2014,To evaluate the hypothesis that plant-mediated oxygen supplies decrease methane (CH4) production,Degraded,BD,Kalimantan,Palangka Raya City,Indonesia,-2.207222,55,Wet,Dec 2011 to May 2012,,,,Porewater,,,500,3500,,,,,,,,,,,,,,,3.77,,4.17,20.83,2.48,,,,,,,,,,,,,,,,,,,,,,,,,
A1,Adji F.F.; Hamada Y.; Darang U.; Limin S.H.; Hatano R.,"Effect of plant-mediated oxygen supply and drainage on greenhouse gas emission from a tropical peatland in Central Kalimantan, Indonesia",2014,To evaluate the hypothesis that plant-mediated oxygen supplies decrease methane (CH4) production,Degraded,FD,Kalimantan,Palangka Raya City,Indonesia,-2.207222,55,Wet,Dec 2011 to May 2012,,,,Porewater,,,500,3500,,,,,,,,,,,,,,,0.07,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
A1,Adji F.F.; Hamada Y.; Darang U.; Limin S.H.; Hatano R.,"Effect of plant-mediated oxygen supply and drainage on greenhouse gas emission from a tropical peatland in Central Kalimantan, Indonesia",2014,To evaluate the hypothesis that plant-mediated oxygen supplies decrease methane (CH4) production,Least Disturbed,FW,Kalimantan,Palangka Raya City,Indonesia,-2.207222,55,Wet,Dec 2011 to May 2012,,,,Porewater,,,500,3500,,,,,,,,,,,,,,,0.1,,,0.17,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
A10,Sudadi U.; Sumbari A.I.; Nugroho B.,"Spectroscopic analysis and dynamics of dissolved organic carbon in an oil-palm plantation peatland in Riau Province, Indonesia",2023,,Managed,Oil Palm Plantation,,Porewater,Indonesia,0.748858,101.7539,,March to August 2019,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.67,,,,,8.4,,,,,,,,,,,,
A10,Sudadi U.; Sumbari A.I.; Nugroho B.,"Spectroscopic analysis and dynamics of dissolved organic carbon in an oil-palm plantation peatland in Riau Province, Indonesia",2023,,Managed,Oil Palm Plantation,,Canal,Indonesia,0.748858,101.7539,,March to August 2019,,,,Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.26,,,,,4.15,,,,,,,,,,,,
A11,Sundari S.,Dissolved organic carbon and physicochemical variables of peat water in tropical peat swamp forests,2020,,Degraded,Drained,,DF,Indonesia,-2.359,113.999,,NA,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38,,,,,24,,,,,,,,,,,,
A11,Sundari S.,Dissolved organic carbon and physicochemical variables of peat water in tropical peat swamp forests,2020,,Degraded,Drained and burnt,,DB,Indonesia,-2.359,113.999,,NA,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.54,,,,,45,,,,,,,,,,,,
A11,Sundari S.,Dissolved organic carbon and physicochemical variables of peat water in tropical peat swamp forests,2020,,Least Disturbed,Undisturbed,,UF,Indonesia,-2.359,113.999,,NA,,,,Porewater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.46,,,,,37,,,,,,,,,,,,
A12,Taillardat et al. ,Methane and Carbon Dioxide Production and Emission Pathways in Tropical Peat ,THIS STUDY,,Managed,THIS STUDY,,KER_ditch,Indonesia,0.516545,102.107758,,2022,,,,Canal,1558.043,1499.961,350,3389.6,138.6,784,92.59,92.59,NA,NA,NA,NA,-25.62399909,-25.60682733,-28.24230625,-23.26299147,0.17907759,1.01301582,177.1,128.2,21,399.4379,23.1,130.4797,-56.2,-57.6305329,-73.323043,-23.8165241,1.9548398,11.058244,122.3965933,124.6632,98.124,147.3525,1.9151124,12.8469643,94.9,94.9,94.3,95.5,0.00605,0.00856,-29.9,-29.9,-30.2,-29.7,0.0492,0.148
A12,Taillardat et al. ,Methane and Carbon Dioxide Production and Emission Pathways in Tropical Peat ,THIS STUDY,,Managed,THIS STUDY,,WTT_Deeper,Indonesia,0.516545,102.107758,,2022,,,,Porewater,3604.705,3781.505,2478.484,4750.856,111.271,629.4437,91.0798,91.0798,NA,NA,NA,NA,-25.48072353,-25.5714423,-26.6985622,-24.06396233,0.11308824,0.63972367,1204.795,1132.703,369.5143,2665.801,102.6612,580.7393,-76.257,-76.55579,-81.07213,-71.35141,0.5626141,3.182626,126.987,125.5931,104.5935,141.744,1.654538,9.927227,95,95.3,94.5,95.3,0.00244,0.00422,-29.8,-29.8,-29.9,-29.6,0.0431,0.122
A12,Taillardat et al. ,Methane and Carbon Dioxide Production and Emission Pathways in Tropical Peat ,THIS STUDY,,Managed,THIS STUDY,,WTT_Shallower,Indonesia,0.516545,102.107758,,2022,,,,Porewater,3290.745,3174.915,1662.618,5215.245,187.8263,1028.767,93.5,93.5,93.4,93.6,0.106,0.149,-22.7803803,-23.8028132,-28.024382,-16.7435427,0.5542313,3.03565,2566.456,2123.28,162.0034,8258.148,380.3751,2083.4,-74.42239,-75.15226,-82.519137,-62.56981,1.108479,6.071387,127.2383,128.964,106.158,143.988,1.667321,9.283249,96.4,96.4,96.1,96.8,0.00315,0.00445,-30.1,-30.1,-30.2,-30,0.0206,0.0544
